PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-13 08:02:21,2178394,2,1,Biblioteca,"ACFrOgAbFBTzyHgKV_gL8gHAarS0pbrjanC22d2JrGvfTv8uupyTfc7LWeUTBhQvY3CO75TCWLSqySvzJcuRhw7Zb3NwqBf9iw6lPU4rd_J9PHXR6D10T5Rhn5ptfOk=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1452kb,
2017-07-13 08:46:49,2151655,1,1,Almoxarifado,"Req. Francisco 40.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,687kb,
2017-07-13 08:47:23,2151655,1,1,Almoxarifado,"Req. Francielson 30.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,696kb,
2017-07-13 09:06:06,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1078kb,
2017-07-13 09:06:32,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1017kb,
2017-07-13 09:07:12,2762200,1,1,Almoxarifado,"certidao_12059465000105.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1058kb,
2017-07-13 09:07:58,2762200,2,1,Almoxarifado,"consultarSituacaoFornecedor.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2038kb,
2017-07-13 09:09:11,2762200,1,1,Almoxarifado,"https://www.sifge.caixa.gov.br/Empresa/...=&VARCoNumRegul=2017071102512797532090",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,881kb,
2017-07-13 09:09:52,2762200,2,1,Almoxarifado,"Emissão de 2ª via de Certidão",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2363kb,
2017-07-13 09:10:44,2762200,2,1,Almoxarifado,"certidao_04965632000140.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2201kb,
2017-07-13 09:11:57,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2041kb,
2017-07-13 09:12:11,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1966kb,
2017-07-13 09:30:22,2178394,3,1,Biblioteca,"ACFrOgBI8kZMOiVzSZQDEG_sykuzk5fWWdu7o40AsBj6bTNysrhJ88LsMC6ThLfaZPz_mL9sV8Q1JtwsnPasRBVBHItxv1VTenWl7_qlfAV19bXrPdN9zS0bhQBOmNo=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2280kb,
2017-07-13 09:31:38,2178394,3,1,Biblioteca,"ACFrOgBI8kZMOiVzSZQDEG_sykuzk5fWWdu7o40AsBj6bTNysrhJ88LsMC6ThLfaZPz_mL9sV8Q1JtwsnPasRBVBHItxv1VTenWl7_qlfAV19bXrPdN9zS0bhQBOmNo=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2277kb,
2017-07-13 09:34:08,2178394,3,1,Biblioteca,"ACFrOgBI8kZMOiVzSZQDEG_sykuzk5fWWdu7o40AsBj6bTNysrhJ88LsMC6ThLfaZPz_mL9sV8Q1JtwsnPasRBVBHItxv1VTenWl7_qlfAV19bXrPdN9zS0bhQBOmNo=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2280kb,
2017-07-13 09:34:32,2151205,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251029,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,35kb,
2017-07-13 09:39:48,2151205,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251029,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,35kb,
2017-07-13 09:43:23,2151205,1,1,Disciplina,"Microsoft Word - Documento1",CAPAU-251029,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,712kb,
2017-07-13 10:16:41,2151590,2,1,Almoxarifado,"Formulário para cadastro de relatório.pdf",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1574kb,
2017-07-13 10:50:14,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,865kb,
2017-07-13 11:48:00,2151590,1,1,Almoxarifado,"(Foto de p\341gina inteira) - ACFrOgASkR_g_63O_IePVtocNzVQDQHd3xmSq5CzOYM9B6KP9bFmgS5JCJlPx63sIRXIUQVG-GKPH-jPsVPQ5tHulIOD4ZaqgssWvfGSs5mjtypiYxYzoZHe19ArIKU=",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,6061kb,
2017-07-13 13:49:10,2178304,1,1,DAP,"Email – thatha-castro@hotmail.com",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,88kb,
2017-07-13 13:50:22,2178304,1,1,DAP,"2a Via de Fatura",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,267kb,
2017-07-13 14:21:48,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,784kb,
2017-07-13 14:22:03,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,979kb,
2017-07-13 15:07:30,2151655,1,1,Almoxarifado,"Req. Marli 16.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,689kb,
2017-07-13 15:08:51,2151655,1,1,Almoxarifado,"Req. Marli 16.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,689kb,
2017-07-13 15:17:49,2151205,2,1,Disciplina,"Microsoft Word - Documento1",CAPAU-251029,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1297kb,
2017-07-13 15:37:04,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,783kb,
2017-07-13 15:37:33,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,913kb,
2017-07-13 15:56:01,2151655,1,1,Almoxarifado,"Req. Francelino 41.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-13 15:56:34,2151655,1,1,Almoxarifado,"Req. Welkson 99.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,694kb,
2017-07-13 16:08:05,2178304,1,1,Almoxarifado,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1415kb,
2017-07-13 16:09:45,2178304,1,1,Almoxarifado,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1416kb,
2017-07-13 16:19:07,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2078kb,
2017-07-13 16:19:41,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2066kb,
2017-07-13 16:32:49,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,783kb,
2017-07-13 16:33:00,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,971kb,
2017-07-13 16:42:46,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,782kb,
2017-07-13 16:42:57,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,888kb,
2017-07-13 16:48:32,2762200,3,1,Almoxarifado,"Consulta Local Prova",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,3222kb,
2017-07-13 18:22:37,1060949,1,1,Biblioteca,"boletoGRU(29).pdf",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1390kb,
2017-07-14 08:20:23,2151655,1,1,Almoxarifado,"Req. Maria Isabel 66.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,765kb,
2017-07-14 08:21:22,2151655,1,1,Almoxarifado,"Req. Francelino 42.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-14 08:34:56,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,800kb,
2017-07-14 08:39:40,1060949,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 08:42:11,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,757kb,
2017-07-14 08:54:47,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1033kb,
2017-07-14 09:09:46,2151655,1,1,Almoxarifado,"Req. Clésio 17.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,686kb,
2017-07-14 09:10:21,2151655,1,1,Almoxarifado,"Req. Patricia.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,698kb,
2017-07-14 09:16:07,2762200,1,1,Almoxarifado,"certidao_01864782000170.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1056kb,
2017-07-14 09:16:25,2762200,2,1,Almoxarifado,"consultarSituacaoFornecedor.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2001kb,
2017-07-14 09:17:20,2762200,2,1,Almoxarifado,"certidao_11436412000195.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2112kb,
2017-07-14 09:18:07,2762200,2,1,Almoxarifado,"consultarSituacaoFornecedor-1.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2221kb,
2017-07-14 09:21:13,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,760kb,
2017-07-14 09:21:21,2178304,1,1,DAP,"ACFrOgBbo-zMuFNSRDHmG3Hy2WZW_8MVPRH7R3gh3AKkb-MZ0lr8SR_rGVQj6knhYo9ROwyna-9H9Y68vN-r8KRVFdeOpSG4Ux9bLUsZjN80FzXAGmX15O_e1EzL3i8=",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,65kb,
2017-07-14 09:21:42,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1006kb,
2017-07-14 09:21:45,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1006kb,
2017-07-14 09:22:46,2178304,1,1,Almoxarifado,"ACFrOgBbo-zMuFNSRDHmG3Hy2WZW_8MVPRH7R3gh3AKkb-MZ0lr8SR_rGVQj6knhYo9ROwyna-9H9Y68vN-r8KRVFdeOpSG4Ux9bLUsZjN80FzXAGmX15O_e1EzL3i8=",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,665kb,
2017-07-14 09:30:34,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 10:40:41,2151590,1,1,Almoxarifado,"Fatura Eletrobras-06-2017-Paulistana.pdf",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,8061kb,
2017-07-14 10:42:53,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,921kb,
2017-07-14 10:55:35,2151590,1,1,Almoxarifado,"Nota Fiscal de Serviços Eletrônica",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1023kb,
2017-07-14 11:03:41,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,994kb,
2017-07-14 11:06:13,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1009kb,
2017-07-14 11:06:53,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1007kb,
2017-07-14 11:07:42,2762200,2,1,Almoxarifado,"certidao_06840748000189.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1811kb,
2017-07-14 11:08:32,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor-2.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1016kb,
2017-07-14 11:08:49,2257309,1,1,Almoxarifado,"Conta Vinculada D&L",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,866kb,
2017-07-14 11:11:03,2151590,2,1,Almoxarifado,"Memor Circ nº 133.2017 - solicita dados.pdf",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,4900kb,
2017-07-14 11:11:20,2151590,2,1,Almoxarifado,"Microsoft Word - ANEXO - Memo Circ nº 133.2017 - solicita dados...",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1949kb,
2017-07-14 11:13:51,2151655,1,1,Almoxarifado,"Req. William 40.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,718kb,
2017-07-14 11:22:38,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,750kb,
2017-07-14 11:24:07,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1001kb,
2017-07-14 11:24:50,2257309,2,1,Almoxarifado,"Microsoft Word - Glosa D&L Maio 2017",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1866kb,
2017-07-14 11:25:36,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,750kb,
2017-07-14 11:27:37,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,744kb,
2017-07-14 11:30:36,2257309,2,1,Almoxarifado,"Microsoft Word - MEMO - Conta Vinculada.docx PARA CONTADORA Ação",CAPAU-251000,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1678kb,
2017-07-14 11:30:57,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,747kb,
2017-07-14 11:32:28,2151590,2,1,Almoxarifado,"Microsoft Word - ANEXO - Memo Circ nº 133.2017 - solicita dados...",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1876kb,
2017-07-14 11:38:25,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,748kb,
2017-07-14 11:41:45,2151590,1,1,Almoxarifado,"ACFrOgDbNpZFBw5hvBX_uPWW19hUlSq4uhpGrUeW5AUG8Qv2LjHogEPNsjdhDRY4ghi5qaF9R0cfqIet1lKAzs9OwUQh-wvONpW90ypTrNlblt9Ey4pUIsChXLmeXGI=",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,808kb,
2017-07-14 11:47:35,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 11:47:42,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 12:40:08,2156915,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1365kb,
2017-07-14 13:21:20,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1800kb,
2017-07-14 13:21:51,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1001kb,
2017-07-14 13:22:55,2762200,1,1,Almoxarifado,"certidao_09558001000120.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1069kb,
2017-07-14 13:23:50,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1148kb,
2017-07-14 13:38:35,2762200,1,1,Almoxarifado,"Emissão de 2ª via de Certidão",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1234kb,
2017-07-14 13:39:40,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1135kb,
2017-07-14 13:39:57,2178304,1,1,Almoxarifado,"Microsoft Word - MICRO",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1010kb,
2017-07-14 13:43:29,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,749kb,
2017-07-14 13:46:35,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,753kb,
2017-07-14 13:46:59,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor-1.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1123kb,
2017-07-14 13:48:06,2762200,1,1,Almoxarifado,"certidao_09172237000124.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1064kb,
2017-07-14 13:48:10,2178304,1,1,Almoxarifado,"9 x 13 cm. (4)",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1466kb,
2017-07-14 13:48:37,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1026kb,
2017-07-14 13:49:42,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,758kb,
2017-07-14 13:51:08,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,786kb,
2017-07-14 13:51:11,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,673kb,
2017-07-14 13:59:14,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1025kb,
2017-07-14 14:12:12,2151655,3,1,Almoxarifado,"Busca de Inventários - SUAP: Sistema Unificado de Administração Pública",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2449kb,
2017-07-14 14:14:04,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,764kb,
2017-07-14 14:14:22,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,746kb,
2017-07-14 14:16:36,2151655,1,1,Almoxarifado,"Busca de Inventários - SUAP: Sistema Unificado de Administração Pública",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,911kb,
2017-07-14 14:29:09,2151205,1,1,Disciplina,"Microsoft Word - Documento1",CAPAU-251029,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2909kb,
2017-07-14 14:29:29,2151205,1,1,Disciplina,"Microsoft Word - Documento1",CAPAU-251029,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2909kb,
2017-07-14 14:48:40,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:50:15,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:51:03,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:51:22,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:51:51,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 15:01:08,2178394,1,1,Biblioteca,"document(3).pdf",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,687kb,
2017-07-14 15:05:41,2151590,8,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,7662kb,
2017-07-14 15:08:25,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,921kb,
2017-07-14 15:08:33,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,924kb,
2017-07-14 15:08:38,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,922kb,
2017-07-14 15:27:45,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1787kb,
2017-07-14 15:35:11,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1016kb,
2017-07-14 15:43:41,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1039kb,
2017-07-14 15:49:39,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,998kb,
2017-07-14 16:53:52,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,741kb,
2017-07-14 16:55:43,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,741kb,
2017-07-14 16:56:39,2151590,1,1,DAP,"Microsoft Word - Memo 61",CAPAU-251010,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,86kb,
2017-07-17 08:43:54,2178394,3,1,Biblioteca,"Microsoft Word - Documento1",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,3050kb,
2017-07-17 09:09:14,2178304,1,1,Almoxarifado,"capa_23178.000210_2017-28.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,792kb,
2017-07-17 09:09:21,2178304,1,1,Almoxarifado,"capa_23178.000210_2017-28.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,678kb,
2017-07-17 09:10:39,2178304,1,1,Almoxarifado,"Microsoft Word - Despacho timbre - diretor (4)",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,894kb,
2017-07-17 09:47:24,2178394,1,1,Biblioteca,"Sem título - Bloco de notas",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,567kb,
2017-07-17 09:50:48,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-17 09:57:06,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-17 12:59:04,2178394,1,1,Biblioteca,"Microsoft Word - Documento1",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,623kb,
2017-07-17 12:59:23,2178394,1,1,Biblioteca,"Microsoft Word - Documento1",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,623kb,
2017-07-17 15:05:36,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,696kb,
2017-07-17 15:08:21,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,693kb,
2017-07-17 15:12:13,2156915,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,692kb,
2017-07-17 15:16:49,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-17 15:16:52,2156915,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-17 15:36:45,2178304,1,1,DAP,"capa_23178.000211_2017-72.pdf",CAPAU-251028,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,57kb,
2017-07-17 15:36:51,2178304,1,1,DAP,"capa_23178.000211_2017-72.pdf",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,74kb,
2017-07-17 15:37:13,2178304,1,1,Almoxarifado,"Microsoft Word - Despacho timbre - diretor (4)",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,894kb,
2017-07-17 15:38:38,2178304,1,1,Almoxarifado,"capa_23178.000211_2017-72.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,783kb,
2017-07-17 15:38:47,2178304,1,1,Almoxarifado,"capa_23178.000211_2017-72.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,674kb,
2017-07-17 15:39:07,2178304,1,1,Almoxarifado,"Microsoft Word - Despacho timbre - diretor (4)",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,888kb,
2017-07-17 15:51:16,2160484,3,1,Almoxarifado,"FORMULARIO EMAIL CONTA DOMINIO.pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2810kb,
